"gene_id","CD0-ND0","CD3-ND3","CD4-ND4"
"ATU_RS11865","None","Down","None"
"ATU_RS11870","None","None","None"
"ATU_RS11875","None","Up","None"
"ATU_RS11880","None","Up","None"
"ATU_RS11885","None","None","None"
"ATU_RS11890","None","None","None"
"ATU_RS11895","None","None","None"
"ATU_RS11900","None","Up","None"
"ATU_RS11905","None","None","None"
"ATU_RS11910","None","Up","None"
"ATU_RS11915","None","None","None"
"ATU_RS11920","None","Down","Down"
"ATU_RS11925","None","Down","None"
"ATU_RS11930","None","Down","None"
"ATU_RS11935","None","None","None"
"ATU_RS11940","None","Down","None"
"ATU_RS11945","None","Up","Up"
"ATU_RS11950","None","Up","None"
"ATU_RS11955","None","Up","None"
"ATU_RS11960","None","None","None"
"ATU_RS11965","None","None","None"
"ATU_RS11970","None","Down","None"
"ATU_RS11975","None","Up","None"
"ATU_RS11980","None","Up","Up"
"ATU_RS11985","None","Up","Up"
"ATU_RS11990","None","Up","Up"
"ATU_RS11995","None","Up","Up"
"ATU_RS12000","None","None","None"
"ATU_RS12005","None","None","None"
"ATU_RS12010","None","None","None"
"ATU_RS12015","None","Up","Up"
"ATU_RS12020","None","Up","Up"
"ATU_RS12025","None","Up","None"
"ATU_RS12030","None","None","None"
"ATU_RS12035","None","None","None"
"ATU_RS12040","None","None","None"
"ATU_RS12045","None","None","Up"
"ATU_RS12050","None","Up","None"
"ATU_RS12055","None","Up","None"
"ATU_RS12060","None","Up","None"
"ATU_RS12065","None","None","Up"
"ATU_RS12070","None","None","Down"
"ATU_RS12075","None","Down","None"
"ATU_RS12080","None","Up","None"
"ATU_RS12085","None","None","None"
"ATU_RS12090","None","None","None"
"ATU_RS12095","None","Down","Down"
"ATU_RS12100","None","None","None"
"ATU_RS12105","None","None","None"
"ATU_RS12110","None","None","None"
"ATU_RS12115","None","None","None"
"ATU_RS12120","None","None","None"
"ATU_RS12125","None","Down","Down"
"ATU_RS12130","None","None","None"
"ATU_RS12135","None","Down","None"
"ATU_RS12145","None","Up","Up"
"ATU_RS12150","None","Down","None"
"ATU_RS12155","None","Down","Down"
"ATU_RS12160","None","None","Down"
"ATU_RS12165","None","None","Down"
"ATU_RS12170","None","None","Down"
"ATU_RS12175","None","None","Down"
"ATU_RS12180","None","None","Down"
"ATU_RS12185","None","None","Down"
"ATU_RS12190","None","None","Up"
"ATU_RS12195","None","Up","None"
"ATU_RS12200","None","None","None"
"ATU_RS12205","None","Up","Up"
"ATU_RS12210","None","None","None"
"ATU_RS12215","None","None","None"
"ATU_RS12220","None","Up","None"
"ATU_RS12225","None","Up","None"
"ATU_RS12230","None","None","Up"
"ATU_RS12235","None","None","Up"
"ATU_RS12240","None","Up","None"
"ATU_RS12245","None","Up","None"
"ATU_RS12250","None","Up","None"
"ATU_RS12255","None","Up","Up"
"ATU_RS12260","None","Up","Up"
"ATU_RS12265","None","Up","None"
"ATU_RS12270","None","Up","Up"
"ATU_RS12275","None","None","None"
"ATU_RS12280","None","None","None"
"ATU_RS12285","None","None","None"
"ATU_RS12290","None","None","None"
"ATU_RS12295","None","Down","Down"
"ATU_RS12300","None","None","None"
"ATU_RS12305","None","Up","None"
"ATU_RS12310","None","Up","None"
"ATU_RS12315","None","Up","None"
"ATU_RS12320","None","Up","None"
"ATU_RS12325","None","Up","None"
"ATU_RS12330","None","Up","Up"
"ATU_RS12335","None","None","None"
"ATU_RS12340","None","None","None"
"ATU_RS12345","None","None","None"
"ATU_RS12350","None","Down","None"
"ATU_RS12355","None","None","None"
"ATU_RS12360","None","None","None"
"ATU_RS12365","None","None","None"
"ATU_RS12370","None","None","None"
"ATU_RS12375","None","None","None"
"ATU_RS12385","None","Up","Up"
"ATU_RS12395","None","None","None"
"ATU_RS12400","None","None","None"
"ATU_RS12405","None","Up","Up"
"ATU_RS12410","None","None","None"
"ATU_RS12415","None","None","None"
"ATU_RS12420","None","Down","None"
"ATU_RS12425","None","Down","Down"
"ATU_RS12430","None","Down","Down"
"ATU_RS12435","None","Down","Down"
"ATU_RS12440","None","None","None"
"ATU_RS12445","None","None","None"
"ATU_RS12450","None","Down","None"
"ATU_RS12455","None","Down","Down"
"ATU_RS12460","None","Up","None"
"ATU_RS12465","None","Up","Up"
"ATU_RS12470","None","Up","Up"
"ATU_RS12475","None","Up","Up"
"ATU_RS12480","None","Up","None"
"ATU_RS12485","None","Up","None"
"ATU_RS12490","None","Up","Up"
"ATU_RS12495","None","None","Down"
"ATU_RS12500","None","None","Down"
"ATU_RS12510","None","Down","Down"
"ATU_RS12515","None","None","None"
"ATU_RS12520","None","None","None"
"ATU_RS12525","None","Down","None"
"ATU_RS12530","None","Down","None"
"ATU_RS12535","None","None","None"
"ATU_RS12540","None","None","None"
"ATU_RS12545","None","Down","None"
"ATU_RS12550","None","None","None"
"ATU_RS12555","None","None","None"
"ATU_RS12560","None","Up","None"
"ATU_RS12565","None","None","None"
"ATU_RS12570","None","None","None"
"ATU_RS12575","None","None","None"
"ATU_RS12580","None","None","None"
"ATU_RS12585","None","None","None"
"ATU_RS12590","None","Up","Up"
"ATU_RS12595","None","None","None"
"ATU_RS12600","None","None","None"
"ATU_RS12605","None","None","None"
"ATU_RS12610","None","Down","None"
"ATU_RS12615","None","None","None"
"ATU_RS12620","None","None","None"
"ATU_RS12625","None","Up","None"
"ATU_RS12630","None","None","None"
"ATU_RS12635","None","None","None"
"ATU_RS12640","None","Up","None"
"ATU_RS12645","None","Up","Up"
"ATU_RS12650","None","Up","None"
"ATU_RS12655","None","None","None"
"ATU_RS12660","None","None","None"
"ATU_RS12665","None","None","None"
"ATU_RS12670","None","Up","None"
"ATU_RS12675","None","Up","None"
"ATU_RS12680","None","None","None"
"ATU_RS12685","None","Up","None"
"ATU_RS12690","None","Up","None"
"ATU_RS12695","None","None","Up"
"ATU_RS12700","None","Up","Up"
"ATU_RS12705","None","None","None"
"ATU_RS12710","None","None","None"
"ATU_RS12715","None","Up","None"
"ATU_RS12720","None","Down","Down"
"ATU_RS12725","None","Down","Down"
"ATU_RS12730","None","Up","Up"
"ATU_RS12735","None","None","Up"
"ATU_RS12740","None","Down","None"
"ATU_RS12745","None","None","None"
"ATU_RS12750","None","None","None"
"ATU_RS12755","None","Down","Down"
"ATU_RS12760","None","Down","Down"
"ATU_RS12765","None","Down","Down"
"ATU_RS12770","None","Down","Down"
"ATU_RS12775","None","Down","Down"
"ATU_RS12780","None","Up","None"
"ATU_RS12785","None","Up","None"
"ATU_RS12790","None","Up","None"
"ATU_RS12795","None","None","None"
"ATU_RS12800","None","Down","None"
"ATU_RS12805","None","None","None"
"ATU_RS12810","None","None","None"
"ATU_RS12815","None","None","None"
"ATU_RS12820","None","None","None"
"ATU_RS12825","None","None","None"
"ATU_RS12830","None","None","None"
"ATU_RS12835","None","None","None"
"ATU_RS12840","None","Down","Down"
"ATU_RS12845","None","None","Down"
"ATU_RS12850","None","None","None"
"ATU_RS12855","None","None","None"
"ATU_RS12860","None","Down","Down"
"ATU_RS12865","None","Down","Down"
"ATU_RS12870","None","Down","Down"
"ATU_RS12875","None","Down","None"
"ATU_RS12880","None","None","None"
"ATU_RS12885","None","None","None"
"ATU_RS12890","None","None","None"
"ATU_RS12895","None","Down","None"
"ATU_RS12900","None","Up","None"
"ATU_RS12905","None","None","None"
"ATU_RS12910","None","Down","Down"
"ATU_RS12915","None","None","None"
"ATU_RS12920","None","None","None"
"ATU_RS12925","None","None","None"
"ATU_RS12930","None","Down","None"
"ATU_RS12935","None","None","None"
"ATU_RS12940","None","Up","None"
"ATU_RS12945","None","None","None"
"ATU_RS12950","None","None","None"
"ATU_RS12955","None","Down","Down"
"ATU_RS12960","None","Down","None"
"ATU_RS12965","None","Down","None"
"ATU_RS12970","None","None","None"
"ATU_RS12975","None","Up","Up"
"ATU_RS12980","None","Up","Up"
"ATU_RS12985","None","Down","Down"
"ATU_RS12990","None","None","Down"
"ATU_RS12995","None","Down","None"
"ATU_RS13000","None","None","None"
"ATU_RS13005","None","None","None"
"ATU_RS13010","None","None","None"
"ATU_RS13015","None","Down","None"
"ATU_RS13020","None","Down","None"
"ATU_RS13025","None","None","None"
"ATU_RS13030","None","Down","Down"
"ATU_RS13035","None","None","None"
"ATU_RS13040","None","Down","None"
"ATU_RS13045","None","None","None"
"ATU_RS13050","None","None","None"
"ATU_RS13055","None","Up","None"
"ATU_RS13060","None","None","None"
"ATU_RS13065","None","None","None"
"ATU_RS13070","None","None","Up"
"ATU_RS13075","None","Down","Down"
"ATU_RS13080","None","Up","None"
"ATU_RS13085","None","Up","None"
"ATU_RS13090","None","Down","None"
"ATU_RS13095","None","Down","None"
"ATU_RS13100","None","None","None"
"ATU_RS13105","None","None","None"
"ATU_RS13110","None","None","None"
"ATU_RS13115","None","None","None"
"ATU_RS13120","None","None","None"
"ATU_RS13125","None","Up","None"
"ATU_RS13130","None","None","None"
"ATU_RS13135","None","None","None"
"ATU_RS13140","None","None","Down"
"ATU_RS13145","None","Down","None"
"ATU_RS13150","None","Down","Down"
"ATU_RS13155","None","None","Down"
"ATU_RS13160","None","None","None"
"ATU_RS13165","None","Up","None"
"ATU_RS13170","None","Down","Down"
"ATU_RS13175","None","Up","Up"
"ATU_RS13180","None","Up","None"
"ATU_RS13185","None","None","None"
"ATU_RS13190","None","Down","Down"
"ATU_RS13195","None","Down","Down"
"ATU_RS13200","None","None","None"
"ATU_RS13205","None","Up","None"
"ATU_RS13210","None","None","None"
"ATU_RS13215","None","Down","Down"
"ATU_RS13220","None","None","None"
"ATU_RS13225","None","None","None"
"ATU_RS13230","None","Up","None"
"ATU_RS13235","None","Down","Down"
"ATU_RS13240","None","Down","None"
"ATU_RS13245","None","None","None"
"ATU_RS13250","None","Up","None"
"ATU_RS13255","None","None","None"
"ATU_RS13260","None","None","None"
"ATU_RS13265","None","None","Down"
"ATU_RS13270","None","None","None"
"ATU_RS13275","None","Down","Down"
"ATU_RS13280","None","None","None"
"ATU_RS13285","None","None","None"
"ATU_RS13290","None","None","None"
"ATU_RS13295","None","Down","Down"
"ATU_RS13300","None","Up","Up"
"ATU_RS13305","None","Up","Up"
"ATU_RS13310","None","None","None"
"ATU_RS13315","None","Up","Up"
"ATU_RS13320","None","None","None"
"ATU_RS13325","None","Up","None"
"ATU_RS13330","None","Up","Up"
"ATU_RS13335","None","None","None"
"ATU_RS13340","None","Up","Up"
"ATU_RS13345","None","None","None"
"ATU_RS13350","None","None","None"
"ATU_RS13355","None","None","Up"
"ATU_RS13360","None","None","None"
"ATU_RS13365","None","Down","Down"
"ATU_RS13370","None","None","None"
"ATU_RS13375","None","None","None"
"ATU_RS13380","None","Down","None"
"ATU_RS13385","None","None","None"
"ATU_RS13390","None","Down","None"
"ATU_RS13395","None","None","None"
"ATU_RS13400","None","None","None"
"ATU_RS13405","None","None","None"
"ATU_RS13410","None","None","None"
"ATU_RS13415","None","Down","Down"
"ATU_RS13420","None","Down","Down"
"ATU_RS13425","None","None","None"
"ATU_RS13430","None","None","None"
"ATU_RS13435","None","Down","None"
"ATU_RS13440","None","None","None"
"ATU_RS13445","None","Down","None"
"ATU_RS13450","None","None","None"
"ATU_RS13455","None","Down","None"
"ATU_RS13460","None","None","Up"
"ATU_RS13465","None","None","None"
"ATU_RS13470","None","None","None"
"ATU_RS13475","None","None","None"
"ATU_RS13480","None","None","None"
"ATU_RS13485","None","None","Up"
"ATU_RS13490","None","Down","Down"
"ATU_RS13495","None","None","None"
"ATU_RS13500","None","None","None"
"ATU_RS13505","None","None","None"
"ATU_RS13510","None","None","None"
"ATU_RS13515","None","Down","None"
"ATU_RS13520","None","Down","Down"
"ATU_RS13525","None","Down","None"
"ATU_RS13530","None","None","Down"
"ATU_RS13535","None","None","None"
"ATU_RS13540","None","Down","Down"
"ATU_RS13545","None","None","Down"
"ATU_RS13550","None","Down","Down"
"ATU_RS13555","None","Down","Down"
"ATU_RS13560","None","Down","Down"
"ATU_RS13565","None","None","None"
"ATU_RS13570","None","Down","None"
"ATU_RS13575","None","None","None"
"ATU_RS13580","None","None","None"
"ATU_RS13585","None","Down","None"
"ATU_RS13590","None","Down","None"
"ATU_RS13595","None","None","None"
"ATU_RS13600","None","None","None"
"ATU_RS13605","None","None","None"
"ATU_RS13610","None","None","None"
"ATU_RS13615","None","None","Down"
"ATU_RS13620","None","None","None"
"ATU_RS13625","None","None","None"
"ATU_RS13630","None","Up","None"
"ATU_RS13635","None","None","None"
"ATU_RS13640","None","None","None"
"ATU_RS13645","None","Down","None"
"ATU_RS13650","None","None","None"
"ATU_RS13655","None","None","None"
"ATU_RS13660","None","Down","Down"
"ATU_RS13665","None","None","None"
"ATU_RS13670","None","Up","None"
"ATU_RS13675","None","None","None"
"ATU_RS13680","None","Up","None"
"ATU_RS13685","None","Up","None"
"ATU_RS13690","None","None","None"
"ATU_RS13695","None","None","None"
"ATU_RS13700","None","Up","Up"
"ATU_RS13705","None","Up","None"
"ATU_RS13710","None","Up","None"
"ATU_RS13715","None","Up","Up"
"ATU_RS13720","None","Up","None"
"ATU_RS13725","None","Up","Up"
"ATU_RS13730","None","Up","Up"
"ATU_RS13735","None","None","None"
"ATU_RS13740","None","None","None"
"ATU_RS13745","None","None","None"
"ATU_RS13750","None","None","None"
"ATU_RS13755","None","None","None"
"ATU_RS13760","None","None","None"
"ATU_RS13765","None","None","None"
"ATU_RS13770","None","Down","None"
"ATU_RS13775","None","Down","Down"
"ATU_RS13780","None","None","Down"
"ATU_RS13785","None","Down","Down"
"ATU_RS13790","None","Down","Down"
"ATU_RS13795","None","Down","Down"
"ATU_RS13800","None","Down","None"
"ATU_RS13805","None","Down","None"
"ATU_RS13810","None","None","None"
"ATU_RS13820","None","None","None"
"ATU_RS13825","None","Down","None"
"ATU_RS13830","None","None","None"
"ATU_RS13835","None","None","None"
"ATU_RS13840","None","None","None"
"ATU_RS13845","None","None","None"
"ATU_RS13850","None","None","None"
"ATU_RS13855","None","None","None"
"ATU_RS13860","None","Down","None"
"ATU_RS13865","None","None","None"
"ATU_RS13875","None","None","None"
"ATU_RS13880","None","Down","Down"
"ATU_RS13885","None","None","None"
"ATU_RS13890","None","Up","None"
"ATU_RS13895","None","Up","None"
"ATU_RS13900","None","None","None"
"ATU_RS13905","None","Up","None"
"ATU_RS13910","None","Up","None"
"ATU_RS13915","None","Up","None"
"ATU_RS13920","None","Up","None"
"ATU_RS13925","None","Up","None"
"ATU_RS13930","None","None","None"
"ATU_RS13935","None","None","None"
"ATU_RS13945","None","None","None"
"ATU_RS13950","None","Down","Down"
"ATU_RS13955","None","None","None"
"ATU_RS13960","None","Up","None"
"ATU_RS13965","None","Up","Up"
"ATU_RS13970","None","Up","None"
"ATU_RS13975","None","None","None"
"ATU_RS13980","None","None","None"
"ATU_RS13985","None","Up","None"
"ATU_RS13990","None","Up","None"
"ATU_RS13995","None","None","None"
"ATU_RS14000","None","Up","None"
"ATU_RS14005","None","Up","None"
"ATU_RS14010","None","Up","None"
"ATU_RS14015","None","Down","None"
"ATU_RS14020","None","None","None"
"ATU_RS14025","None","None","None"
"ATU_RS14030","None","None","None"
"ATU_RS14035","None","None","None"
"ATU_RS14040","None","None","None"
"ATU_RS14045","None","None","Up"
"ATU_RS14050","None","None","None"
"ATU_RS14055","None","None","None"
"ATU_RS14060","None","None","None"
"ATU_RS14065","None","None","Down"
"ATU_RS14070","None","None","Down"
"ATU_RS14075","None","Down","Down"
"ATU_RS14080","None","None","None"
"ATU_RS14085","None","None","None"
"ATU_RS14090","None","None","None"
"ATU_RS14095","None","None","None"
"ATU_RS14100","None","Down","Down"
"ATU_RS14105","None","None","Down"
"ATU_RS14110","None","None","None"
"ATU_RS14115","None","None","Down"
"ATU_RS14120","None","None","None"
"ATU_RS14125","None","Up","None"
"ATU_RS14130","None","None","None"
"ATU_RS14135","None","None","None"
"ATU_RS14140","None","Down","Down"
"ATU_RS14145","None","None","Up"
"ATU_RS14150","None","Down","None"
"ATU_RS14155","None","None","None"
"ATU_RS14160","None","None","None"
"ATU_RS14165","None","None","None"
"ATU_RS14170","None","None","None"
"ATU_RS14175","None","Up","None"
"ATU_RS14180","None","Up","None"
"ATU_RS14185","None","Up","Up"
"ATU_RS14190","None","Up","Up"
"ATU_RS14195","None","None","None"
"ATU_RS14200","None","Up","None"
"ATU_RS14205","None","None","None"
"ATU_RS14210","None","Up","Down"
"ATU_RS14215","None","None","Down"
"ATU_RS14220","None","None","Down"
"ATU_RS14225","None","None","Down"
"ATU_RS14230","None","None","Down"
"ATU_RS14235","None","None","None"
"ATU_RS14240","None","None","None"
"ATU_RS14245","None","None","None"
"ATU_RS14250","None","None","None"
"ATU_RS14255","None","Down","Down"
"ATU_RS14260","None","None","None"
"ATU_RS14265","None","None","None"
"ATU_RS14270","None","None","None"
"ATU_RS14275","None","None","None"
"ATU_RS14280","None","Up","None"
"ATU_RS14285","None","Up","None"
"ATU_RS14290","None","None","None"
"ATU_RS14295","None","Up","None"
"ATU_RS14300","None","Up","Up"
"ATU_RS14305","None","Up","Up"
"ATU_RS14310","None","None","None"
"ATU_RS14315","None","Up","None"
"ATU_RS14320","None","None","None"
"ATU_RS14325","None","Up","None"
"ATU_RS14330","None","Up","None"
"ATU_RS14335","None","Up","None"
"ATU_RS14340","None","Up","None"
"ATU_RS14345","None","None","None"
"ATU_RS14350","None","Up","None"
"ATU_RS14355","None","Up","Up"
"ATU_RS14360","None","Up","None"
"ATU_RS14365","None","Up","Up"
"ATU_RS14370","None","Up","Up"
"ATU_RS14375","None","Up","Up"
"ATU_RS14380","None","None","None"
"ATU_RS14385","None","Down","None"
"ATU_RS14390","None","Down","Down"
"ATU_RS14395","None","Down","Down"
"ATU_RS14400","None","Down","Down"
"ATU_RS14405","None","None","None"
"ATU_RS14410","None","None","None"
"ATU_RS14415","None","Up","Up"
"ATU_RS14420","None","Up","None"
"ATU_RS14425","None","Up","None"
"ATU_RS14430","None","Up","None"
"ATU_RS14435","None","None","Up"
"ATU_RS14440","None","Up","None"
"ATU_RS14445","None","None","None"
"ATU_RS14450","None","Up","None"
"ATU_RS14455","None","None","None"
"ATU_RS14460","None","Up","None"
"ATU_RS14465","None","None","None"
"ATU_RS14470","None","Up","None"
"ATU_RS14475","None","None","Up"
"ATU_RS14480","None","Up","Up"
"ATU_RS14485","None","Up","Up"
"ATU_RS14490","None","Up","Up"
"ATU_RS14495","None","Up","Up"
"ATU_RS14500","None","None","None"
"ATU_RS14505","None","Up","None"
"ATU_RS14510","None","None","None"
"ATU_RS14515","None","None","None"
"ATU_RS14520","None","Up","None"
"ATU_RS14525","None","None","None"
"ATU_RS14530","None","None","None"
"ATU_RS14535","None","None","None"
"ATU_RS14540","None","None","None"
"ATU_RS14545","None","Down","None"
"ATU_RS14550","None","None","None"
"ATU_RS14555","None","None","None"
"ATU_RS14560","None","None","None"
"ATU_RS14565","None","None","None"
"ATU_RS14570","None","Up","None"
"ATU_RS14580","None","Up","None"
"ATU_RS14585","None","None","None"
"ATU_RS14590","None","None","None"
"ATU_RS14595","None","Up","None"
"ATU_RS14600","None","Up","Up"
"ATU_RS14605","None","Up","Up"
"ATU_RS14610","None","Up","Up"
"ATU_RS14615","None","Up","Up"
"ATU_RS14620","None","Up","Up"
"ATU_RS14625","None","Up","Up"
"ATU_RS14630","None","Up","None"
"ATU_RS14635","None","None","None"
"ATU_RS14640","None","Up","None"
"ATU_RS14645","None","None","None"
"ATU_RS14650","None","None","None"
"ATU_RS14655","None","Up","None"
"ATU_RS14660","None","None","None"
"ATU_RS14665","None","None","None"
"ATU_RS14670","None","Up","Up"
"ATU_RS14675","None","None","None"
"ATU_RS14680","None","None","None"
"ATU_RS14685","None","Up","None"
"ATU_RS14690","None","None","None"
"ATU_RS14695","None","None","None"
"ATU_RS14700","None","None","Up"
"ATU_RS14705","None","None","None"
"ATU_RS14710","None","None","None"
"ATU_RS14715","None","Up","Up"
"ATU_RS14720","None","None","None"
"ATU_RS14725","None","None","None"
"ATU_RS14730","None","Down","Down"
"ATU_RS14735","None","None","None"
"ATU_RS14740","None","None","None"
"ATU_RS14745","None","Down","None"
"ATU_RS14750","None","Down","None"
"ATU_RS14755","None","None","None"
"ATU_RS14760","None","Up","Up"
"ATU_RS14765","None","Up","Up"
"ATU_RS14770","None","Up","Up"
"ATU_RS14775","None","None","None"
"ATU_RS14780","None","Up","Up"
"ATU_RS14785","None","Up","Up"
"ATU_RS14790","None","None","None"
"ATU_RS14795","None","Down","None"
"ATU_RS14800","None","None","None"
"ATU_RS14805","None","None","None"
"ATU_RS14810","None","None","None"
"ATU_RS14815","None","None","None"
"ATU_RS14820","None","Up","None"
"ATU_RS14825","Down","Down","None"
"ATU_RS14830","None","Up","None"
"ATU_RS14835","None","Up","None"
"ATU_RS14840","None","None","None"
"ATU_RS14845","None","Up","None"
"ATU_RS14850","None","None","None"
"ATU_RS14855","None","Down","Down"
"ATU_RS14860","None","Up","Up"
"ATU_RS14865","None","Up","Up"
"ATU_RS14870","None","None","Up"
"ATU_RS14875","None","Up","Up"
"ATU_RS14880","None","Up","None"
"ATU_RS14885","None","Up","None"
"ATU_RS14890","None","None","None"
"ATU_RS14895","None","None","None"
"ATU_RS14900","None","Up","None"
"ATU_RS14905","None","Up","Up"
"ATU_RS14910","None","Up","Up"
"ATU_RS14915","None","None","None"
"ATU_RS14920","None","None","Down"
"ATU_RS14925","None","None","None"
"ATU_RS14930","None","None","None"
"ATU_RS14935","None","None","None"
"ATU_RS14940","None","Up","None"
"ATU_RS14945","None","None","None"
"ATU_RS14950","None","Up","None"
"ATU_RS14955","None","Up","Up"
"ATU_RS14960","None","Up","Up"
"ATU_RS14965","None","None","None"
"ATU_RS14970","None","None","None"
"ATU_RS14975","None","None","None"
"ATU_RS14980","None","None","None"
"ATU_RS14985","None","Down","None"
"ATU_RS14990","None","Down","None"
"ATU_RS14995","None","Down","Down"
"ATU_RS15000","None","Down","None"
"ATU_RS15005","None","None","None"
"ATU_RS15010","None","None","None"
"ATU_RS15015","None","Up","Up"
"ATU_RS15020","None","Up","Up"
"ATU_RS15025","None","None","Up"
"ATU_RS15030","None","Up","None"
"ATU_RS15035","None","Up","None"
"ATU_RS15040","None","Up","None"
"ATU_RS15045","None","None","Up"
"ATU_RS15050","None","None","None"
"ATU_RS15055","None","Up","None"
"ATU_RS15060","None","Up","None"
"ATU_RS15065","None","Up","None"
"ATU_RS15070","None","None","None"
"ATU_RS15075","None","None","None"
"ATU_RS15080","None","None","None"
"ATU_RS15085","None","None","None"
"ATU_RS15090","None","None","None"
"ATU_RS15095","None","None","None"
"ATU_RS15100","None","Up","Up"
"ATU_RS15105","None","Up","Up"
"ATU_RS15110","None","None","None"
"ATU_RS15115","None","Up","Up"
"ATU_RS15120","None","None","Up"
"ATU_RS15125","None","None","None"
"ATU_RS15130","None","None","None"
"ATU_RS15135","None","None","None"
"ATU_RS15140","None","None","None"
"ATU_RS15145","None","None","None"
"ATU_RS15150","None","None","Up"
"ATU_RS15155","None","None","Up"
"ATU_RS15160","None","None","Up"
"ATU_RS15165","None","None","None"
"ATU_RS15170","None","None","None"
"ATU_RS15175","None","None","None"
"ATU_RS15180","None","None","Down"
"ATU_RS15185","None","Down","Down"
"ATU_RS15190","None","Down","Down"
"ATU_RS15195","None","Down","Down"
"ATU_RS15200","None","None","Down"
"ATU_RS15205","None","None","None"
"ATU_RS15210","None","None","None"
"ATU_RS15215","None","None","None"
"ATU_RS15220","None","None","None"
"ATU_RS15225","None","None","None"
"ATU_RS15230","None","None","None"
"ATU_RS15235","None","Up","Up"
"ATU_RS15240","None","Down","Down"
"ATU_RS15245","None","Down","None"
"ATU_RS15250","None","Down","None"
"ATU_RS15255","None","Down","None"
"ATU_RS15260","None","None","Up"
"ATU_RS15265","None","None","None"
"ATU_RS15270","None","Up","None"
"ATU_RS15275","None","Up","None"
"ATU_RS15280","None","Up","None"
"ATU_RS15285","None","None","None"
"ATU_RS15290","None","Up","Up"
"ATU_RS15295","None","None","None"
"ATU_RS15300","None","None","None"
"ATU_RS15305","None","None","None"
"ATU_RS15310","None","Up","None"
"ATU_RS15315","None","None","None"
"ATU_RS15320","None","None","None"
"ATU_RS15325","None","Down","Down"
"ATU_RS15330","None","None","None"
"ATU_RS15335","None","Down","None"
"ATU_RS15340","None","None","None"
"ATU_RS15345","Up","Up","None"
"ATU_RS15350","None","Up","None"
"ATU_RS15355","None","None","Up"
"ATU_RS15360","None","None","None"
"ATU_RS15365","None","None","Down"
"ATU_RS15370","None","Down","Down"
"ATU_RS15380","None","None","None"
"ATU_RS15385","None","None","None"
"ATU_RS15390","None","Down","None"
"ATU_RS15395","None","None","Up"
"ATU_RS15400","None","None","Up"
"ATU_RS15405","None","Up","None"
"ATU_RS15410","None","None","None"
"ATU_RS15415","None","None","None"
"ATU_RS15420","None","None","None"
"ATU_RS15425","None","Up","Up"
"ATU_RS15430","None","Up","Up"
"ATU_RS15435","None","Up","Up"
"ATU_RS15440","None","Up","Up"
"ATU_RS15445","None","Up","Up"
"ATU_RS15450","None","Up","Up"
"ATU_RS15455","None","Up","Up"
"ATU_RS15460","None","None","None"
"ATU_RS15465","None","None","None"
"ATU_RS15470","None","None","None"
"ATU_RS15475","None","None","None"
"ATU_RS15480","None","Up","Up"
"ATU_RS15485","None","Up","None"
"ATU_RS15490","None","None","None"
"ATU_RS15495","None","Up","Up"
"ATU_RS15500","None","Up","Up"
"ATU_RS15505","None","None","Down"
"ATU_RS15510","None","Down","None"
"ATU_RS15515","None","None","Up"
"ATU_RS15520","None","None","None"
"ATU_RS15525","None","Down","None"
"ATU_RS15530","None","None","None"
"ATU_RS15535","None","None","None"
"ATU_RS15540","None","None","None"
"ATU_RS15545","None","None","None"
"ATU_RS15550","None","None","None"
"ATU_RS15555","None","Down","None"
"ATU_RS15560","None","None","None"
"ATU_RS15565","None","None","None"
"ATU_RS15570","None","Down","Down"
"ATU_RS15575","None","None","None"
"ATU_RS15580","None","Up","None"
"ATU_RS15585","None","None","None"
"ATU_RS15590","None","None","None"
"ATU_RS15595","None","None","None"
"ATU_RS15600","None","None","Up"
"ATU_RS15605","None","None","None"
"ATU_RS15610","Up","Up","Up"
"ATU_RS15615","None","None","None"
"ATU_RS15620","None","None","None"
"ATU_RS15625","None","Up","None"
"ATU_RS15630","None","Up","None"
"ATU_RS15635","None","Up","None"
"ATU_RS15640","None","None","None"
"ATU_RS15645","None","Up","None"
"ATU_RS15650","None","Up","Up"
"ATU_RS15655","None","None","None"
"ATU_RS15660","None","Up","Up"
"ATU_RS15665","None","Up","Up"
"ATU_RS15670","None","None","None"
"ATU_RS15675","None","None","None"
"ATU_RS15680","None","None","None"
"ATU_RS15685","None","None","None"
"ATU_RS15690","None","None","Up"
"ATU_RS15695","None","None","None"
"ATU_RS15700","None","Down","None"
"ATU_RS15705","None","None","Down"
"ATU_RS15710","None","None","None"
"ATU_RS15715","None","Down","Down"
"ATU_RS15720","None","Up","Up"
"ATU_RS15725","None","Up","Up"
"ATU_RS15730","None","Up","Up"
"ATU_RS15735","None","Down","None"
"ATU_RS15740","None","Up","None"
"ATU_RS15745","None","Up","None"
"ATU_RS15750","None","Up","None"
"ATU_RS15755","None","None","None"
"ATU_RS15760","None","None","None"
"ATU_RS15765","None","Up","Up"
"ATU_RS15770","None","Up","Up"
"ATU_RS15775","None","Up","Up"
"ATU_RS15780","None","Up","None"
"ATU_RS15785","None","Up","None"
"ATU_RS15790","None","Up","None"
"ATU_RS15795","None","Up","None"
"ATU_RS15800","None","None","None"
"ATU_RS15805","None","Up","None"
"ATU_RS15810","None","Down","Down"
"ATU_RS15815","None","Down","None"
"ATU_RS15825","None","Down","None"
"ATU_RS15830","None","Down","None"
"ATU_RS15835","Down","Down","None"
