"gene_id","CD0-ND0","CD3-ND3","CD4-ND4"
"ATU_RS24060","None","None","None"
"ATU_RS24065","None","None","None"
"ATU_RS24070","None","None","None"
"ATU_RS24085","None","Down","None"
"ATU_RS24090","None","None","None"
"ATU_RS24095","None","Down","None"
"ATU_RS24100","None","None","None"
"ATU_RS24105","None","None","None"
"ATU_RS24110","None","None","None"
"ATU_RS24115","None","None","None"
"ATU_RS24120","None","Down","None"
"ATU_RS24130","None","None","None"
"ATU_RS24135","None","Down","None"
"ATU_RS24140","None","None","None"
"ATU_RS24145","None","None","None"
"ATU_RS24150","None","None","None"
"ATU_RS24155","None","None","None"
"ATU_RS24160","None","None","None"
"ATU_RS24165","None","None","None"
"ATU_RS24170","None","None","None"
"ATU_RS24175","None","None","None"
"ATU_RS24180","None","None","None"
"ATU_RS24185","None","None","None"
"ATU_RS24190","None","None","Down"
"ATU_RS24195","None","None","None"
"ATU_RS24200","None","None","None"
"ATU_RS24205","None","None","None"
"ATU_RS24210","None","None","None"
"ATU_RS24215","None","None","None"
"ATU_RS24220","None","None","None"
"ATU_RS24225","None","None","None"
"ATU_RS24230","None","None","Down"
"ATU_RS24235","None","None","None"
"ATU_RS24240","None","None","None"
"ATU_RS24245","None","Up","None"
"ATU_RS24250","None","None","None"
"ATU_RS24255","None","None","Down"
"ATU_RS24260","None","None","None"
"ATU_RS24265","None","None","None"
"ATU_RS24270","None","Down","None"
"ATU_RS24275","None","None","None"
"ATU_RS24280","None","None","None"
"ATU_RS24285","None","None","None"
"ATU_RS24290","None","None","None"
"ATU_RS24295","None","Up","None"
"ATU_RS24300","None","Up","Up"
"ATU_RS24305","None","Up","None"
"ATU_RS24310","None","Up","Up"
"ATU_RS24315","None","Up","Up"
"ATU_RS24320","None","Up","Up"
"ATU_RS24330","None","None","None"
"ATU_RS24340","None","Up","None"
"ATU_RS24345","None","None","Up"
"ATU_RS24355","None","None","Up"
"ATU_RS24360","None","None","Up"
"ATU_RS24365","None","None","None"
"ATU_RS24370","None","None","None"
"ATU_RS24375","None","None","None"
"ATU_RS24380","None","Up","Up"
"ATU_RS24385","None","None","None"
"ATU_RS24390","None","None","None"
"ATU_RS24405","None","Up","None"
"ATU_RS24410","None","None","None"
"ATU_RS24415","None","None","None"
"ATU_RS24420","None","Up","Up"
"ATU_RS24425","None","Up","Up"
"ATU_RS24430","None","Up","None"
"ATU_RS24440","None","Up","None"
"ATU_RS24445","None","Up","None"
"ATU_RS24450","None","None","None"
"ATU_RS24455","None","None","None"
"ATU_RS24460","None","Up","Up"
"ATU_RS24465","None","Up","Up"
"ATU_RS24470","None","None","Up"
"ATU_RS24475","None","None","None"
"ATU_RS24480","None","Up","Up"
"ATU_RS24485","None","Up","Up"
"ATU_RS24490","None","None","None"
"ATU_RS24500","None","None","None"
"ATU_RS24505","None","None","None"
"ATU_RS24510","None","Down","Down"
"ATU_RS24515","None","Down","Down"
"ATU_RS24520","None","None","None"
"ATU_RS24525","None","None","None"
"ATU_RS24530","None","None","None"
"ATU_RS24535","None","Down","Down"
"ATU_RS24540","None","Down","Down"
"ATU_RS24545","None","Down","Down"
"ATU_RS24550","None","Down","None"
"ATU_RS24555","None","None","None"
"ATU_RS24560","None","None","None"
"ATU_RS24565","None","None","None"
"ATU_RS24570","None","None","Down"
"ATU_RS24575","None","None","Up"
"ATU_RS24585","None","None","None"
"ATU_RS24590","None","None","Up"
"ATU_RS24595","None","Up","Up"
"ATU_RS24600","Down","Up","Up"
"ATU_RS24605","None","Up","None"
"ATU_RS24610","None","Up","Up"
"ATU_RS24615","None","None","None"
"ATU_RS24620","None","None","None"
"ATU_RS24625","None","None","None"
"ATU_RS24630","None","None","None"
"ATU_RS24635","None","None","None"
"ATU_RS24640","None","Down","None"
"ATU_RS24645","None","None","None"
"ATU_RS24650","None","None","None"
"ATU_RS24655","None","None","None"
"ATU_RS24665","None","None","None"
"ATU_RS24670","None","None","None"
"ATU_RS24675","None","Down","Down"
"ATU_RS24680","None","Down","None"
"ATU_RS24685","None","None","None"
"ATU_RS24690","None","Down","None"
"ATU_RS24695","None","Down","Down"
"ATU_RS24700","None","Down","Down"
"ATU_RS24705","None","Down","Down"
"ATU_RS24710","None","Down","Down"
"ATU_RS24715","None","Down","Down"
"ATU_RS24720","None","Down","Down"
"ATU_RS24725","None","Down","None"
"ATU_RS24730","None","Down","None"
"ATU_RS24735","None","Down","None"
"ATU_RS24740","None","Down","Down"
"ATU_RS24745","None","None","None"
"ATU_RS24755","None","None","None"
"ATU_RS24760","None","None","None"
"ATU_RS24765","None","None","Up"
"ATU_RS24770","Up","Up","Up"
"ATU_RS24775","None","None","None"
"ATU_RS24785","None","None","None"
"ATU_RS24790","None","Up","None"
"ATU_RS24795","None","Up","None"
"ATU_RS24800","None","None","None"
"ATU_RS24805","None","Up","None"
"ATU_RS24810","None","None","None"
"ATU_RS24815","None","None","None"
"ATU_RS24820","None","None","None"
"ATU_RS24825","None","Up","None"
"ATU_RS24830","None","Up","None"
"ATU_RS24835","None","Up","None"
"ATU_RS24840","None","None","None"
"ATU_RS24845","None","None","None"
"ATU_RS24850","None","None","None"
"ATU_RS24855","None","None","None"
"ATU_RS24860","None","None","None"
"ATU_RS24865","None","None","None"
"ATU_RS24870","None","None","None"
"ATU_RS24875","None","None","None"
"ATU_RS24880","None","Up","None"
"ATU_RS24885","None","None","None"
"ATU_RS24890","None","Up","None"
"ATU_RS24900","None","None","None"
"ATU_RS24905","None","None","None"
"ATU_RS24910","None","Up","Up"
"ATU_RS24915","None","None","None"
"ATU_RS24920","None","Up","Up"
"ATU_RS24925","None","None","Up"
"ATU_RS24930","None","None","None"
"ATU_RS24935","None","Up","None"
"ATU_RS24940","None","None","None"
"ATU_RS24945","None","None","None"
"ATU_RS24950","None","Up","Up"
"ATU_RS24955","None","None","None"
"ATU_RS24960","None","None","None"
"ATU_RS24965","None","Up","None"
"ATU_RS24970","None","Up","None"
"ATU_RS24975","None","None","None"
"ATU_RS24980","None","Up","None"
"ATU_RS24985","None","None","None"
"ATU_RS24990","None","None","None"
"ATU_RS24995","None","Up","None"
"ATU_RS25000","None","None","None"
"ATU_RS25005","None","None","Up"
"ATU_RS25010","None","None","None"
"ATU_RS25015","None","None","Up"
"ATU_RS25020","None","None","None"
"ATU_RS25025","None","None","None"
"ATU_RS25030","None","None","None"
"ATU_RS25035","None","None","None"
"ATU_RS25040","None","None","None"
"ATU_RS25045","None","Up","Up"
"ATU_RS25050","None","Up","Up"
"ATU_RS25875","None","None","None"
"ATU_RS25880","None","Up","Up"
"ATU_RS25885","None","None","Up"
"ATU_RS25890","None","Down","None"
"ATU_RS25895","None","None","None"
"ATU_RS25900","None","None","None"
"ATU_RS25905","None","None","None"
"ATU_RS25910","None","None","None"
"ATU_RS25915","None","None","None"
"ATU_RS25920","None","None","None"
"ATU_RS25925","None","None","None"
"ATU_RS25930","None","Up","Up"
"ATU_RS25940","None","Down","Down"
"ATU_RS25945","None","None","None"
"ATU_RS25950","None","Up","None"
"ATU_RS25955","None","Up","None"
"ATU_RS25960","None","None","None"
"ATU_RS25965","None","None","None"
"ATU_RS25970","None","None","Up"
"ATU_RS25975","None","None","None"
"ATU_RS25980","None","None","None"
"ATU_RS25985","None","Down","None"
"ATU_RS25990","None","None","None"
"ATU_RS25995","None","Down","Down"
"ATU_RS26000","None","None","None"
"ATU_RS26005","None","Up","Up"
"ATU_RS26010","None","None","Up"
"ATU_RS26015","None","Up","Up"
"ATU_RS26020","None","None","None"
"ATU_RS26025","None","None","None"
"ATU_RS26030","None","None","Down"
"ATU_RS26035","None","Down","Down"
"ATU_RS26040","None","None","Up"
"ATU_RS26045","None","None","None"
"ATU_RS26050","None","None","None"
"ATU_RS26055","None","Up","Up"
"ATU_RS26060","None","Up","Up"
"ATU_RS26065","None","Up","Up"
"ATU_RS26070","None","Up","Up"
"ATU_RS26075","None","Up","Up"
"ATU_RS26080","None","Up","None"
"ATU_RS26085","None","Up","None"
"ATU_RS26090","None","Up","None"
"ATU_RS26095","None","Up","None"
"ATU_RS26100","None","Up","None"
"ATU_RS26105","None","None","None"
"ATU_RS26110","None","None","None"
"ATU_RS26115","None","None","None"
"ATU_RS26120","None","None","None"
"ATU_RS26125","None","None","None"
"ATU_RS26135","None","None","Down"
"ATU_RS26140","None","None","None"
"ATU_RS26145","None","None","None"
"ATU_RS26150","None","Up","None"
"ATU_RS26155","None","None","None"
"ATU_RS26160","None","None","Down"
"ATU_RS26165","None","None","None"
"ATU_RS26170","None","Up","None"
"ATU_RS26175","None","None","None"
"ATU_RS26180","None","Up","None"
"ATU_RS26185","None","None","None"
"ATU_RS26190","None","None","None"
"ATU_RS26195","None","None","None"
"ATU_RS26200","None","None","None"
"ATU_RS26205","None","None","None"
"ATU_RS26210","None","Down","Down"
"ATU_RS26215","None","Down","Down"
"ATU_RS26225","None","Down","Down"
"ATU_RS26230","None","None","Down"
"ATU_RS26235","None","Down","Down"
"ATU_RS26240","None","Down","Down"
"ATU_RS26245","None","None","None"
"ATU_RS26250","None","None","None"
"ATU_RS26255","None","None","None"
"ATU_RS26260","None","None","None"
"ATU_RS26265","None","None","Down"
"ATU_RS26270","None","Down","Down"
"ATU_RS26275","None","Up","None"
"ATU_RS26280","None","Up","None"
"ATU_RS26285","None","Up","None"
"ATU_RS26290","None","None","None"
"ATU_RS26295","None","None","Up"
"ATU_RS26300","None","Up","None"
"ATU_RS26305","None","None","None"
"ATU_RS26310","None","None","None"
"ATU_RS26315","None","None","None"
"ATU_RS26320","None","Down","Down"
"ATU_RS26325","None","None","None"
"ATU_RS26330","None","None","None"
"ATU_RS26335","None","Down","None"
"ATU_RS26340","None","None","Up"
"ATU_RS26345","None","None","None"
"ATU_RS26350","Down","None","None"
"ATU_RS26355","None","Down","None"
"ATU_RS26360","None","None","None"
"ATU_RS26365","None","None","Down"
"ATU_RS26370","None","Down","Down"
"ATU_RS26375","None","None","None"
"ATU_RS26380","None","Down","None"
"ATU_RS26385","None","None","None"
"ATU_RS26390","Down","Down","None"
"ATU_RS26395","None","Down","None"
"ATU_RS26400","None","Down","None"
"ATU_RS26405","None","None","Down"
"ATU_RS26410","None","None","None"
"ATU_RS26415","None","None","Down"
"ATU_RS26420","None","None","Down"
"ATU_RS26425","None","None","None"
"ATU_RS26430","None","None","None"
"ATU_RS26435","None","None","None"
"ATU_RS26440","None","None","None"
"ATU_RS26450","None","None","None"
"ATU_RS26455","None","None","None"
"ATU_RS26460","None","Up","Up"
"ATU_RS26465","None","None","None"
"ATU_RS26470","None","Up","None"
"ATU_RS26475","None","None","None"
"ATU_RS26480","None","Up","None"
"ATU_RS26485","None","Up","Up"
"ATU_RS26490","None","None","Up"
"ATU_RS26495","None","Up","None"
"ATU_RS26500","None","None","None"
"ATU_RS26505","None","Down","None"
"ATU_RS26510","None","Up","None"
"ATU_RS26520","None","None","None"
"ATU_RS26525","None","Down","Down"
"ATU_RS26530","None","None","None"
"ATU_RS26535","None","None","Up"
"ATU_RS26540","None","Down","Up"
"ATU_RS26545","None","None","None"
"ATU_RS26550","None","None","None"
"ATU_RS26555","None","None","None"
"ATU_RS26565","None","None","None"
"ATU_RS26570","None","Down","Down"
"ATU_RS26575","None","None","None"
"ATU_RS26580","None","None","None"
"ATU_RS26585","None","None","None"
"ATU_RS26590","None","Down","None"
"ATU_RS26595","None","Down","Down"
"ATU_RS26600","None","None","None"
"ATU_RS26610","None","Up","None"
"ATU_RS26615","None","None","None"
"ATU_RS26620","None","Down","None"
"ATU_RS26625","None","None","None"
"ATU_RS26640","None","None","None"
"ATU_RS26645","None","Up","Up"
"ATU_RS26650","None","None","None"
"ATU_RS26655","None","Down","None"
"ATU_RS26660","None","None","None"
"ATU_RS26665","None","Up","None"
"ATU_RS26680","None","None","None"
"ATU_RS26690","None","Up","None"
"ATU_RS26745","None","None","None"
"ATU_RS26790","None","None","None"
"ATU_RS26810","None","Down","None"
"ATU_RS26815","None","None","None"
"ATU_RS26875","None","None","None"
"ATU_RS26880","None","None","None"
"ATU_RS26885","None","Up","None"
"ATU_RS26890","None","None","Up"
"ATU_RS26895","None","None","None"
"ATU_RS26900","None","None","None"
"ATU_RS26905","None","None","None"
"ATU_RS26910","None","None","None"
"ATU_RS26915","None","None","None"
"ATU_RS26920","None","Down","Down"
"ATU_RS26925","None","None","Up"
"ATU_RS26930","None","Up","None"
"ATU_RS26935","None","None","None"
"ATU_RS26940","None","Down","Down"
"ATU_RS26945","None","Down","None"
"ATU_RS26950","None","Up","Up"
"ATU_RS26955","None","Up","Up"
"ATU_RS26970","None","Down","None"
